title,genre_id,platform_id,publisher_id,metacritic_score,release_date
WarCraft II: The Dark Saga,13,9,4,73,1997-08-31
Mega Man Zero Collection,10,10,22,75,2010-06-08
Star Wars Episode III: Revenge of the Sith,1,10,8,73,2005-05-04
Sonic Boom: Rise of Lyric,3,27,21,37,2014-11-11
Bust-A-Move Universe,14,25,17,56,2011-03-27
Shaun White Snowboarding,4,3,8,62,2008-11-16
South Park: Chef's Luv Shack,8,9,35,31,1999-10-31
A Collection of Intellivision Classic Games,8,9,2,43,1999-10-30
Star Wars Racer Revenge,7,3,13,78,2002-02-11
NASCAR 2011: The Game,7,4,2,60,2011-03-29
Cart World Series,7,9,9,70,1997-09-16
Monster Truck Madness 64,7,19,1,55,1999-06-30
The King of Fighters XIII,9,1,67,78,2011-11-22
Ehrgeiz,9,9,92,67,1999-05-04
PowerUp Heroes,9,4,8,40,2011-10-18
Radiant Historia,5,10,67,85,2011-02-22
Capcom Classics Collection Remixed,8,7,22,77,2006-03-22
Guitar Hero: Van Halen,8,4,2,62,2009-12-22
Def Jam Rapstar,8,4,27,74,2010-10-05
FIFA 15,4,6,3,70,2014-09-23
Madagascar,10,10,2,63,2005-05-23
Dynasty Warriors 6,1,4,97,62,2008-02-19
Looney Tunes: Duck Amuck,1,10,15,64,2007-10-09
Fist of the North Star: Ken's Rage 2,1,1,106,50,2013-02-05
Tom Clancy's Splinter Cell 3D,1,25,8,80,2011-04-10
Chaos Legion,1,3,22,62,2003-08-06
Resident Evil Archives: Resident Evil,1,8,22,76,2009-06-23
NBA Live 2003,4,23,3,84,2002-10-08
Finding Nemo: The Continuing Adventures,1,12,32,80,2004-09-08
Batman: The Brave and the Bold the Videogame,1,10,15,75,2010-09-07
Contra 4,2,10,27,81,2007-11-13
Rayman 2: Revolution,10,3,8,87,2001-01-30
Dragon Force,13,20,148,90,1996-11-30
Full Spectrum Warrior,13,3,32,85,2005-03-21
Sing Party,16,27,57,68,2012-11-18
N3: Ninety-Nine Nights,1,4,5,63,2006-08-15
MySims SkyHeroes,1,8,4,64,2010-09-28
Monopoly for Nintendo Switch,19,24,8,53,2017-10-31
F1 2013,7,4,73,79,2013-10-08
Syphon Filter: Dark Mirror,2,7,9,85,2006-03-14
Shaun White Snowboarding: World Stage,4,8,8,72,2009-11-08
Lumines ll,14,7,41,80,2006-11-06
Magna Carta 2,5,4,54,66,2009-10-13
Crazy Taxi: Catch a Ride,7,12,32,48,2003-04-09
Burnout,7,23,35,77,2002-04-29
Sonic Boom: Shattered Crystal,10,25,21,38,2014-11-11
Rock Revolution,8,4,27,36,2008-10-15
Assassin's Creed IV: Black Flag,3,27,8,85,2013-10-29
NBA Live 06,4,4,3,65,2005-11-16
Ever Oasis,5,25,57,81,2017-06-23
Grandia II,5,3,8,74,2002-01-28
NieR,5,4,17,64,2010-04-27
Atelier Iris 3: Grand Phantasm (US Sales),5,3,142,61,2007-05-29
The Lord of the Rings: The Third Age,5,23,4,79,2004-11-02
"Sakura Wars: So Long, My Love",5,3,142,88,2010-03-30
Overcooked! 2,6,24,215,84,2018-08-07
The Sims 2,6,6,4,89,2004-09-14
Glory of Heracles,5,10,57,68,2010-01-18
X-Men Legends II: Rise of Apocalypse,5,7,2,85,2005-10-18
Harvest Moon: Magical Melody,6,8,83,63,2009-08-25
Ace Combat: Joint Assault,6,7,54,70,2010-08-31
Trauma Center: New Blood,6,8,67,75,2007-11-20
Duel Masters: Sempai Legends,8,12,23,71,2004-06-01
The Golden Compass,11,1,21,43,2007-12-04
The Legend of Legacy,5,25,67,60,2015-10-13
Zoo Tycoon 2 DS,13,10,32,69,2008-02-04
Phoenix Wright: Ace Attorney: Spirit of Justice,11,25,22,81,2016-09-30
Up,11,4,32,65,2009-05-26
Majin and the Forsaken Kingdom,11,1,54,70,2010-11-23
The BIGS 2,4,8,31,63,2009-07-07
Feel the Magic XY/XX,14,10,21,77,2004-11-16
Dead Rising: Chop Till You Drop,1,8,22,67,2009-02-24
Prince of Persia: Rival Swords,1,8,8,70,2007-04-03
Sengoku Basara: Samurai Heroes,1,8,22,60,2010-10-12
Warriors Orochi 2,1,7,97,53,2009-08-25
Spider-Man: Friend or Foe,1,4,2,59,2007-10-02
Dynasty Warriors: Strikeforce,1,1,106,68,2010-02-16
Kenka Bancho: Badass Rumble,1,7,67,70,2009-11-10
Trace Memory,11,10,57,65,2005-09-26
Just Dance 2017,12,24,8,65,2017-03-03
Rayman 3: Hoodlum Havoc,10,3,8,74,2003-03-17
Spyro: A Hero's Tail,10,23,24,64,2004-11-03
Earthworm Jim,10,12,14,72,2001-06-10
Turning Point: Fall of Liberty,2,4,73,43,2008-02-26
FlatOut: Head On,7,7,15,73,2008-04-04
Call of Juarez: The Cartel,2,1,8,54,2011-07-19
Wanted: Weapons of Fate,2,1,15,62,2009-03-24
MLB Power Pros,4,8,31,85,2007-10-03
The Chronicles of Riddick: Assault on Dark Athena,2,4,23,82,2009-04-07
Forsaken 64,2,19,35,83,1998-04-30
Siren: Blood Curse,3,1,9,83,2008-07-24
Patapon 3,10,7,9,74,2011-04-12
Rhythm Thief & the Emperor's Treasure,8,25,21,75,2012-07-10
ExciteBots: Trick Racing,7,8,57,77,2009-04-20
Disney's Extreme Skate Adventure,4,12,2,66,2003-09-03
Rugby World Cup 2011,4,4,56,48,2011-09-06
FIFA 07 Soccer,4,4,3,71,2006-11-01
WarioWare Gold,8,25,57,81,2018-08-03
Guitar Hero: Van Halen,8,8,2,50,2009-12-22
Guitar Hero: Van Halen,8,1,2,62,2009-12-22
Darksiders,1,1,32,78,2010-01-05
Medieval Moves: Deadmund's Quest,1,1,9,70,2011-11-15
SAW,1,4,27,62,2009-10-06
Assassin's Creed II: Discovery,10,10,8,73,2009-11-17
Transformers: Dark of the Moon,1,4,2,65,2011-06-14
Civilization II,13,9,2,82,1998-01-20
Batman: The Brave and the Bold the Videogame,1,8,15,75,2010-09-07
Disney's Treasure Planet,1,12,36,63,2002-10-31
El Shaddai: Ascension of the Metatron,1,1,146,80,2011-08-16
Bladestorm: The Hundred Years' War,1,1,97,58,2007-11-06
Star Trek Bridge Crew,1,2,8,68,2017-05-30
Pac-Man Fever,8,23,12,51,2002-09-03
Operation Flashpoint: Red River,2,4,73,70,2011-06-07
Dead to Rights: Retribution,2,1,54,60,2010-04-27
MLB 07: The Show,4,7,9,81,2007-02-27
Carol Vorderman's Sudoku,14,3,18,74,2007-03-06
The Warriors,1,7,1,81,2007-02-12
The Binding of Isaac: Afterbirth+,1,24,227,90,2017-03-17
Gundam Versus,1,2,76,73,2017-09-29
Over the Hedge,10,10,2,71,2006-05-05
Pirates of the Caribbean: Dead Man's Chest,11,7,41,43,2006-06-27
Dragon Ball GT: Transformation,1,12,23,77,2005-08-09
SimCity 4,6,6,4,87,2003-01-12
EyePet,6,7,9,49,2010-11-02
Armored Core: Project Phantasma,6,9,91,72,1998-09-30
Final Fantasy VI Advance,5,12,57,91,2007-02-05
Wild ARMs 5,5,3,132,75,2007-08-28
Etrian Mystery Dungeon,5,25,67,76,2015-04-07
Mass Effect 3,5,27,4,92,2012-11-18
Shadow Hearts,5,3,39,70,2001-12-11
Dead or Alive,9,9,98,83,1998-03-31
Kung Fu Chaos,9,14,5,70,2003-02-24
Godzilla: Domination!,9,12,23,47,2002-11-11
Virtua Fighter 5 Online,9,4,21,92,2007-10-30
Madagascar,10,14,2,68,2005-05-24
Mega Man ZX,10,10,22,81,2006-09-12
Ice Age: Dawn of the Dinosaurs,10,8,2,72,2009-06-30
Castlevania: Aria of Sorrow,10,12,27,88,2003-05-06
DeathSmiles,2,4,144,80,2010-06-29
Mister Mosquito,2,3,18,66,2002-03-12
World of Tanks,2,6,230,78,2011-04-12
Need for Speed: Most Wanted (2012),7,27,4,84,2013-03-19
Corvette,7,12,77,49,2003-11-11
Baten Kaitos: Eternal Wings and the Lost Ocean,5,23,12,82,2004-11-16
NHL 07,4,4,3,80,2006-09-12
NHL 2K11,4,8,31,63,2010-08-24
NFL Street 3,4,7,38,67,2006-11-14
Dragon Ball Z: Tenkaichi Tag Team,9,7,54,60,2010-10-19
Lightning Returns: Final Fantasy XIII,8,4,17,64,2014-02-11
Metal Gear Solid V: Ground Zeroes,3,5,37,77,2014-03-18
Batman: Arkham Origins Blackgate,3,25,33,70,2013-10-25
Ty the Tasmanian Tiger,10,23,4,71,2002-09-10
Brain Age: Concentration Training,8,25,57,75,2013-02-10
Pac-Pix,14,10,12,68,2005-04-26
Disney's Chicken Little,10,23,41,70,2005-10-20
Skylanders SWAP Force,10,25,2,77,2013-10-13
Ratatouille,10,4,32,53,2007-06-26
Transformers: Cybertron Adventures,1,8,2,37,2010-06-22
Dead Rising 2: Off the Record,1,4,22,76,2011-10-11
Iron Man 2,1,4,21,51,2010-05-04
Shadows of the Damned,1,1,4,79,2011-06-21
Call of Juarez: The Cartel,2,4,8,52,2011-07-19
Plants vs. Zombies,13,4,93,89,2010-09-28
R.U.S.E.,13,4,8,80,2010-09-07
The Club,2,4,21,75,2008-02-19
Gun,2,4,2,75,2005-11-16
Section 8,2,4,121,71,2009-09-01
NBA Live 2004,4,23,3,84,2003-10-15
The Sims 2: Pets,6,23,4,69,2006-10-17
America's Test Kitchen: Let's Get Cooking,6,10,57,85,2010-03-28
The World Ends with You: Final Remix,5,24,57,74,2018-10-12
Suikoden Tierkreis,5,10,27,77,2009-03-17
Etrian Odyssey V: Beyond the Myth,5,25,67,79,2017-10-17
Dragon Age Origins: Awakening,5,1,4,83,2010-03-16
Alundra 2: A New Legend Begins,5,9,2,71,2000-02-29
Tiger Woods PGA Tour 07,4,7,3,76,2006-10-10
NASCAR 2011: The Game,7,1,2,60,2011-03-29
MLB 09: The Show,4,7,9,88,2009-03-03
Peter Jackson's King Kong: The Official Game of the Movie,1,4,8,79,2005-11-21
Indiana Jones and the Staff of Kings,1,7,13,74,2009-06-09
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,1,12,32,60,2002-09-25
Spider-Man: Web of Shadows,1,1,2,69,2008-10-21
Nightmare Creatures,1,19,2,71,1997-01-01
The Incredible Hulk,1,1,21,56,2008-06-05
ATV: Quad Power Racing,7,12,35,55,2002-08-20
Formula One 2001,7,3,9,70,2001-09-24
MVP Baseball 2004,4,23,3,89,2004-03-09
Major League Baseball 2K10,4,8,31,50,2010-03-02
All-Pro Football 2K8,4,4,31,75,2007-07-16
NCAA Gamebreaker,4,9,9,63,1996-08-31
Batman: Vengeance,11,23,8,70,2001-11-17
Petz: Crazy Monkeyz,6,8,8,35,2008-11-18
Star Wars Episode I: Battle for Naboo,6,19,13,85,2000-12-13
Dungeons & Dragons: Eye of the Beholder,5,12,23,48,2002-10-30
Etrian Odyssey: Millennium Girl,5,25,67,81,2013-10-01
Etrian Odyssey II: Heroes of Lagaard,5,10,67,84,2008-06-13
King's Field II,5,9,91,73,1996-10-31
Stella Glow,5,25,67,75,2015-11-17
Armored Core: Master of Arena,6,9,95,72,2000-02-29
Final Fantasy V Advance,5,12,57,82,2006-11-06
Tropico 4,13,6,191,79,2011-08-30
R.U.S.E.,13,6,8,80,2010-09-07
Bust A Groove 2,8,9,117,70,1999-03-31
Metroid Prime Pinball,8,10,57,76,2005-10-24
TV Superstars,8,1,9,62,2010-10-12
Castlevania: Harmony of Dissonance,10,12,27,86,2002-09-16
Rayman DS,10,10,8,54,2005-03-24
Tomba!,10,9,9,86,1998-06-30
Hey Arnold! The Movie,10,12,32,55,2002-05-29
Polarium,14,10,57,76,2005-04-18
Armorines: Project S.W.A.R.M.,2,19,35,62,1999-11-30
Resident Evil: Revelations,2,4,22,74,2013-05-21
Legendary,2,4,236,40,2008-11-04
The House of the Dead 2,2,18,21,75,1999-09-09
Panzer Dragoon Orta,2,14,21,88,2003-01-12
Tom Clancy's Splinter Cell: Double Agent,1,1,8,83,2007-03-30
Resident Evil: Deadly Silence,1,10,22,67,2006-02-07
Frogger's Journey: The Forgotten Relic,1,12,27,50,2003-10-28
Deadly Premonition,1,4,146,60,2010-02-23
Superman Returns,1,4,4,50,2006-11-20
LEGO Star Wars III: The Clone Wars,1,6,13,76,2011-03-22
Teen Titans,1,3,32,66,2006-05-24
Ice Age 2: The Meltdown,10,12,86,50,2006-03-14
Sonic Boom: Fire & Ice,10,25,21,69,2016-09-27
Ace Combat: Assault Horizon Legacy,6,25,54,70,2011-11-15
Spelling Challenges and more!,8,7,65,45,2007-09-25
Armored Core 4,6,4,21,65,2007-03-20
WipEout XL,7,9,9,88,1996-09-30
NASCAR 09,7,4,3,71,2008-06-10
Pro Evolution Soccer 2014,4,4,37,79,2013-09-24
Crash Tag Team Racing,7,7,24,63,2005-11-10
MotoGP '07,7,4,32,77,2007-08-27
Bomberman Tournament,14,12,2,88,2001-06-26
Don King Presents: Prizefighter,4,4,34,40,2008-06-10
F1 2015,7,5,73,57,2015-07-21
Def Jam Vendetta,9,23,38,88,2003-03-31
UEFA Euro 2008 Austria-Switzerland,4,7,4,69,2008-05-19
Dead or Alive Xtreme 2,4,4,98,53,2006-11-13
Cars,7,4,32,70,2006-10-23
College Hoops 2K6,4,3,31,83,2005-11-30
Prison Break: The Conspiracy,11,1,44,33,2010-03-30
LEGO The Hobbit,3,25,33,70,2014-04-08
Spirit Camera: The Cursed Memoir,3,25,57,57,2012-04-13
Hunted: The Demon's Forge,5,1,7,61,2011-05-31
Disgaea 2: Dark Hero Days,5,7,142,81,2009-09-08
Hybrid Heaven,5,19,27,70,1999-09-01
The Elder Scrolls IV: Oblivion,5,6,26,92,2009-07-07
NBA Courtside 2002,4,23,57,76,2002-01-13
Mega Man Legacy Collection 1+2,10,24,22,85,2018-05-22
Billy Hatcher and the Giant Egg,10,23,21,73,2003-09-23
Far Cry: Primal,3,6,8,80,2016-03-01
Bomberman Generation,11,23,14,84,2002-06-03
Crusaders of Might and Magic,5,9,80,60,2000-02-29
Final Fantasy Crystal Chronicles: Echoes of Time,5,8,17,69,2009-03-24
Blaster Master: Blasting Again,2,9,65,77,2001-05-06
Medal of Honor European Assault,2,23,4,79,2005-06-07
The Outfit,1,4,32,70,2006-03-13
"Ed, Edd n Eddy: The Mis-Edventures",10,23,39,46,2005-11-03
The Chronicles of Riddick: Assault on Dark Athena,2,1,23,80,2009-04-07
Game & Wario,16,27,57,62,2013-06-23
Spider-Man: Edge of Time,1,4,2,58,2011-10-04
Final Fantasy XI: Chains of Promathia,5,3,17,73,2004-09-21
Butt Ugly Martians: B.K.M. Battles,1,12,167,60,2002-10-01
Sid Meier's Civilization VI,13,24,34,94,2018-11-16
Spider-Man: Web of Shadows,1,8,2,60,2008-10-21
Grandia,5,9,9,84,1999-09-30
X-Men Legends II: Rise of Apocalypse,5,23,2,82,2005-09-20
Driver '76,7,7,8,55,2007-05-08
MX vs. ATV Reflex,7,7,32,53,2009-12-01
Spawn the Eternal,1,9,9,19,1997-12-01
Peter Jackson's King Kong: The Official Game of the Movie,1,23,8,81,2005-11-21
X-Men: Destiny,1,1,2,51,2011-09-27
Ar tonelico Qoga: Knell of Ar Ciel,5,1,142,70,2011-03-15
Broken Sword: Shadow of the Templars - The Director's Cut,11,8,8,75,2009-03-24
A Way Out,1,5,4,81,2018-03-23
Ghost Rider,1,7,34,50,2007-02-13
X-Men: Destiny,1,4,2,49,2011-09-27
G.I. Joe: The Rise of Cobra,1,4,4,38,2009-08-04
Spider-Man: Shattered Dimensions,1,8,2,75,2010-09-07
Afro Samurai,1,4,54,64,2009-01-27
Grand Theft Auto,1,12,1,71,2004-10-26
South Park: Chef's Luv Shack,8,19,35,54,1999-10-31
Midway Arcade Treasures: Extended Play,8,7,39,56,2005-12-13
Vexx,10,3,35,59,2003-02-11
DK: King of Swing,10,12,57,71,2005-09-19
Disney Epic Mickey 2: The Power of Two,10,27,36,59,2012-11-18
Dynasty Warriors 6 Empires,1,4,97,63,2009-06-23
Prince of Persia: The Forgotten Sands,1,8,8,75,2010-05-18
Homefront,2,6,32,66,2011-03-15
METRO 2033,2,6,32,75,2010-03-16
Far Cry Instincts Predator,2,4,8,80,2006-03-28
Call of Duty: Modern Warfare Remastered,2,5,2,82,2017-07-27
Singularity,2,1,2,78,2010-06-29
Resident Evil Archives: Resident Evil Zero,1,8,22,58,2009-12-01
7th Dragon III Code: VFD,5,25,21,75,2016-07-12
Disgaea: Afternoon of Darkness,5,7,142,87,2007-10-30
Divinity II: Ego Draconis,5,4,141,60,2010-01-05
Harvest Moon: Another Wonderful Life,5,23,83,77,2005-07-26
Tony Hawk's American Sk8land,4,12,2,60,2005-10-18
Virtua Tennis 4,4,4,21,65,2011-05-10
Tiger Woods PGA Tour 10,4,7,3,81,2009-06-08
FIFA World Cup Germany 2006,4,14,3,78,2006-04-24
Mega Man X Collection,8,3,22,75,2006-01-10
Dreamcast Collection,8,4,21,53,2011-02-22
Darksiders II: Deathinitive Edition,3,2,123,75,2015-10-30
MLB,4,7,9,80,2005-04-12
Pure Futbol,4,1,8,40,2010-06-01
NBA Live 10,4,7,3,59,2009-10-06
Ready 2 Rumble Boxing: Round 2,9,19,39,69,2000-11-13
The Adventures of Tintin: The Game,11,4,8,50,2011-12-06
The Simpsons: Road Rage,7,23,4,60,2001-12-17
Classic NES Series: The Legend of Zelda,11,12,57,84,2004-06-02
Luminous Arc,5,10,67,68,2007-08-14
Avalon Code,5,10,159,71,2009-03-10
Shadow Hearts: Covenant,5,3,39,81,2004-09-27
Fuel,7,1,73,66,2009-06-02
Harvest Moon: Magical Melody,6,23,83,80,2006-03-28
Army Men: Air Combat,1,19,80,76,2000-07-14
Paperboy,1,19,39,80,1999-10-31
Dynasty Warriors 7,1,4,106,59,2011-03-22
Command & Conquer 3: Kane's Wrath,13,4,4,70,2008-06-23
Lunar: Silver Star Harmony,5,7,132,79,2010-03-02
Valhalla Knights,5,7,132,52,2007-04-17
Risen 2: Dark Waters,5,1,44,55,2012-07-31
Attack on Titan 2,1,24,248,70,2018-03-20
DC Universe Online,18,6,79,70,2011-01-11
.hack//G.U. Vol.2//Reminisce,5,3,54,62,2007-05-08
DiRT 4,7,5,44,92,2017-06-06
Shaun White Snowboarding,4,10,8,62,2008-11-16
NHL FaceOff 2001,4,9,9,72,2000-09-05
Shinobi,10,25,21,70,2011-11-15
Skylanders Imaginators,10,24,2,69,2017-03-03
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,4,4,21,50,2010-01-12
Rune Factory: Tides of Destiny,6,1,83,65,2011-10-11
Colony Wars: Vengeance,6,9,138,86,1998-11-04
SSX on Tour,4,7,38,82,2005-10-11
Madden NFL 13,4,27,3,72,2012-11-18
All-Star Baseball 2001,4,19,35,92,2000-02-29
NCAA Football 09,4,7,3,65,2008-07-15
Hot Shots Tennis: Get a Grip,4,7,9,80,2010-06-29
Harry Potter and the Goblet of Fire,11,14,4,67,2005-11-08
Sands of Destruction,5,10,21,65,2010-01-12
Cross Edge,5,1,142,54,2009-05-26
The Lord of the Rings: Aragorn's Quest,1,8,15,64,2010-09-14
Star Wars Jedi Knight II: Jedi Outcast,2,23,13,71,2002-11-20
AC/DC LIVE: Rock Band Track Pack,8,4,42,67,2008-11-16
Pinball Hall of Fame: The Gottlieb Collection,8,7,65,72,2005-12-06
Barbie as The Island Princess,11,12,2,55,2007-10-30
Viva Pinata: Party Animals,8,4,5,55,2007-10-30
NBA 2K6,1,4,31,80,2005-11-16
Dynasty Warriors: Strikeforce,1,4,106,73,2010-02-16
WWE All Stars,1,25,32,70,2011-11-22
Virtua Fighter Kids,9,20,21,66,1996-07-31
Mortal Kombat: Armageddon,9,8,39,68,2007-05-29
Meteos,14,10,57,88,2005-06-28
F1 2014,7,4,73,65,2014-10-21
Starsky & Hutch,7,14,53,60,2003-09-09
Valhalla Knights 2,5,7,132,50,2008-10-01
Alundra,5,9,148,88,1997-12-31
Lunar Knights,5,10,27,82,2007-02-06
Ys Seven,5,7,132,76,2010-08-17
TrackMania: Build to Race,7,8,89,70,2011-03-15
Me & My Katamari,14,7,12,72,2006-03-21
Dragon Quest Builders: Revive Alefgard,5,24,17,80,2018-02-09
F1 2016,7,5,73,88,2016-08-19
MotoGP 09/10,7,1,22,70,2010-03-23
TNA iMPACT!,9,3,39,61,2008-09-09
FaceBreaker K.O. Party,9,8,4,67,2008-11-11
Capcom vs. SNK,9,18,22,88,2000-11-09
NFL 2K3,4,23,21,90,2002-08-21
NBA 06,4,7,9,72,2005-10-04
UFC Personal Trainer: The Ultimate Fitness System,4,1,32,45,2011-06-28
Petz Monkeyz House,6,10,8,55,2008-11-18
Rugby 2004,4,3,3,50,2003-09-16
NBA Street: Showdown,4,7,4,75,2005-04-27
Return to PopoloCrois: A Story of Seasons Fairytale,6,25,132,70,2016-03-01
Over G Fighters,6,4,8,51,2006-06-27
Life Is Strange: Before the Storm,11,2,17,75,2018-03-06
Last Window: The Secret of Cape West,11,10,57,73,2010-09-17
Afrika,11,1,83,60,2009-10-06
Kartia: The Word of Fate,13,9,67,79,1998-07-31
Galactic Wrestling: Featuring Ultimate Muscle,9,3,72,73,2004-06-30
Tropico 3,13,4,191,77,2010-02-16
Britney's Dance Beat,8,12,32,63,2002-03-25
Hamtaro: Ham-Ham Games,4,12,57,75,2004-07-27
All-Star Baseball 2002,4,23,35,65,2001-11-17
Child of Eden,2,1,8,77,2011-09-27
Resident Evil: Revelations,2,27,22,75,2013-05-21
Disney's Magical Quest Starring Mickey and Minnie,1,12,57,61,2002-08-13
Jackass the Game,1,7,223,56,2007-09-27
Transformers: Dark of the Moon,1,25,2,30,2011-06-14
From Russia With Love,1,23,4,73,2005-11-15
G-Force,1,1,36,74,2009-07-21
Duel Masters: Kaijudo Showdown,8,12,23,58,2004-11-16
Danny Phantom: The Ultimate Enemy,1,12,32,75,2005-09-08
Guitar Hero: Smash Hits,8,3,2,69,2009-06-16
Spartan: Total Warrior,1,3,21,72,2005-10-25
G.I. Joe: The Rise of Cobra,1,8,4,48,2009-08-04
Code Name: S.T.E.A.M.,13,25,57,80,2015-03-13
Attack on Titan 2,1,2,248,78,2018-03-20
Deadly Creatures,1,8,32,69,2009-02-09
Super Lucky's Tale,10,5,6,65,2017-11-07
Bust-A-Move 4,14,9,83,78,1998-10-31
Tetris Worlds,14,23,32,46,2002-06-23
NASCAR 2011: The Game,7,8,2,43,2011-05-24
Star Wars: The Force Unleashed II,1,10,13,40,2010-10-26
Magna Carta: Tears of Blood,5,3,67,61,2005-11-16
Luminous Arc 2,5,10,67,75,2008-11-18
Ragnarok DS,5,10,132,70,2010-02-16
Breath of Fire,5,12,22,78,2001-12-13
Hunted: The Demon's Forge,5,4,7,60,2011-05-31
Skies of Arcadia Legends,5,23,21,86,2003-01-27
NCAA Football 2003,4,23,3,92,2002-07-20
Radiant Historia: Perfect Chronology,5,25,67,81,2018-02-13
Cruis'n Exotica,7,19,39,58,2000-10-16
Tiger Woods PGA Tour,4,7,3,80,2005-03-23
Bionicle,10,23,4,48,2003-10-20
Teenage Mutant Ninja Turtles: Smash-Up,9,3,8,72,2009-09-22
The Con,9,7,9,68,2005-10-18
Dragon Ball Z: Sagas,9,23,23,57,2005-03-22
ClayFighter 63 1/3,9,19,112,31,1997-09-30
Fallout 76,5,6,7,37,2018-11-14
Vampire Rain,1,4,255,39,2007-07-03
Fate/Extella: The Umbral Star,1,24,132,80,2017-07-25
Frogger 3D,1,25,27,70,2011-09-20
You Don't Know Jack,8,8,32,80,2011-02-08
Rayman Raving Rabbids,8,4,8,64,2007-04-24
You Don't Know Jack,8,4,32,77,2011-02-08
A Boy and His Blob,10,8,14,79,2009-10-13
Age of Empires: Mythologies,13,10,32,82,2008-11-24
Prison Break: The Conspiracy,11,4,44,33,2010-03-30
Cursed Mountain,11,8,44,63,2009-08-25
Bugs Bunny & Taz: Time Busters,11,9,64,80,2000-11-24
Dead to Rights: Retribution,2,4,54,57,2010-04-27
de Blob 2,10,1,32,75,2011-02-22
World Series of Poker,8,7,257,33,2005-09-14
50 Cent: Blood on the Sand,2,4,32,73,2009-02-24
Neo Contra,2,3,27,69,2004-10-19
BloodRayne,2,14,14,73,2002-10-15
Prince of Persia: Revelations,11,7,8,63,2005-12-06
College Hoops 2K7,4,4,31,79,2006-11-20
Madden NFL 07,4,10,3,69,2006-08-22
Deus Ex: The Conspiracy,1,3,18,80,2002-03-25
Spider-Man: Web of Shadows,1,3,2,69,2008-10-21
Move Fitness,4,1,9,50,2013-03-26
G.I. Joe: The Rise of Cobra,1,1,4,43,2009-08-04
BeyBlade VForce: Super Tournament Battle,1,23,23,25,2003-09-23
FIFA 16,4,6,3,85,2015-09-22
Tenchu: Shadow Assassins,1,8,8,70,2009-02-05
LBX: Little Battlers eXperience,1,25,57,70,2015-08-21
X2: Wolverine's Revenge,1,14,2,58,2003-04-15
Tony Hawk's American Sk8land,4,10,2,87,2005-11-16
MVP Baseball,4,7,4,66,2005-05-18
NBA,4,7,9,64,2005-03-16
MLB 10: The Show,4,7,9,70,2010-03-02
Brunswick Pro Bowling,4,7,65,65,2007-08-28
The Amazing Spider-Man (2012),3,25,2,70,2012-06-26
Final Fight One,9,12,22,82,2001-09-26
Star Trek: The Game,3,4,76,52,2013-04-23
Tom Clancy's Splinter Cell: Blacklist,3,6,8,89,2013-08-20
UFC Undisputed 2010,9,7,32,77,2010-09-07
Threads of Fate,5,9,101,78,2000-07-14
Blue Dragon Plus,5,10,146,65,2009-02-19
Tekken 3D: Prime Edition,9,25,54,65,2012-02-14
The Lord of the Rings: War in the North,5,6,15,65,2011-11-01
Baja: Edge of Control,7,1,32,50,2008-09-22
NCAA Football 10,4,7,3,70,2009-07-14
Bust-A-Move 2 Arcade Edition,14,9,35,69,1996-03-29
Tigger's Honey Hunt,10,19,207,73,2000-11-01
Classic NES Series: Ice Climber,10,12,57,61,2004-06-02
Record of Agarest War,5,4,144,70,2010-04-27
Puzzle Challenge: Crosswords and More!,14,7,65,64,2006-06-09
Enchanted Arms,5,1,8,59,2007-04-03
Mana Khemia 2: Fall of Alchemy,5,3,142,82,2009-08-25
Phantasy Star Online,5,18,21,89,2001-01-29
Backyard Hockey,4,12,23,60,2003-10-09
Dead or Alive Paradise,8,7,98,45,2010-03-30
Project CARS 2,7,5,76,92,2017-09-22
Roadsters 99,7,19,104,64,1999-11-30
Baja: Edge of Control,7,4,32,50,2008-09-22
Spy Hunter,7,23,39,79,2002-03-11
NBA 07,4,7,9,69,2006-09-25
Tiger Woods PGA Tour 06,4,7,3,80,2005-09-26
Shaun White Skateboarding,4,1,8,66,2010-10-24
Snowboard Kids,4,19,67,80,1997-01-01
NHL FaceOff 2001,4,3,9,46,2001-02-05
Harvest Moon: More Friends of Mineral Town,6,12,83,80,2005-07-26
DarkStar One: Broken Alliance,6,4,191,64,2010-07-20
Beyblade G-Revolution,1,12,23,24,2004-11-18
NFL Street 2,4,23,38,82,2004-12-22
X2: Wolverine's Revenge,10,12,2,77,2003-04-15
Arcana Heart 3,9,1,144,70,2014-09-23
Ty the Tasmanian Tiger 2: Bush Rescue,10,23,4,74,2004-10-12
Ratatouille,10,12,32,68,2007-06-26
Kung Fu Rider,1,1,9,43,2010-09-17
Code of Princess,3,25,67,72,2012-10-09
Sleeping Dogs: Definitive Edition,3,5,17,75,2014-10-14
Grandia II,5,18,8,86,2000-12-06
Sid Meier's Pirates!,13,7,34,85,2007-01-22
Taiko Drum Master,8,3,12,81,2004-10-26
Thrillville,13,7,13,74,2006-11-21
World Championship Cards,8,7,65,39,2008-05-27
Earth Defense Force: Insect Armageddon,2,1,63,66,2011-07-05
Prince of Persia: Warrior Within,11,23,8,82,2004-11-30
DanceMasters,8,4,27,62,2010-11-04
Body and Brain Connection,8,4,54,60,2011-02-08
Tom Clancy's Splinter Cell: Essentials,2,7,8,56,2006-03-21
