title,platform,total_sales,na_sales,jp_sales,pal_sales,other_sales
Harvest Moon: The Tale of Two Towns,DS,0.57,0.27,0.22,0.06,0.03
Harvest Moon: Sunshine Islands,DS,0.57,0.35,0.17,0.03,0.03
The Sims 3: World Adventures,PC,0.57,0.02,,0.18,0.37
FIFA World Cup Germany 2006,PS2,0.57,0.47,,0.02,0.08
"Warhammer 40,000: Space Marine",X360,0.56,0.25,,0.26,0.06
Battlefield 2: Modern Combat,XB,0.56,0.39,,0.15,0.02
The Lord of the Rings: The Return of the King,GBA,0.56,0.4,,0.15,0.01
Xenoblade Chronicles,3DS,0.56,0.24,0.13,0.15,0.04
LEGO Rock Band,X360,0.56,0.4,,0.11,0.05
NCAA Football 07,XB,0.56,0.42,,0.12,0.01
Final Fantasy IV: The Complete Collection,PSP,0.56,0.13,0.27,0.09,0.06
Top Spin 3,X360,0.56,0.09,,0.4,0.07
Everybody's Golf,PS4,0.56,0.12,0.17,0.22,0.06
Tetris Party Deluxe,Wii,0.56,0.33,0.02,0.16,0.05
Wolfenstein,X360,0.56,0.28,,0.22,0.06
Blinx: The Time Sweeper,XB,0.56,0.39,,0.15,0.02
True Crime: Streets of LA,GC,0.56,0.44,,0.11,0.02
Tom Clancy's HAWX,PS3,0.56,0.21,0.05,0.22,0.09
Enslaved: Odyssey to the West,PS3,0.56,0.24,0.01,0.23,0.08
No More Heroes,Wii,0.56,0.29,0.04,0.17,0.05
Tony Hawk's Proving Ground,X360,0.56,0.49,,0.02,0.04
The Incredible Hulk,GBA,0.56,0.4,,0.15,0.01
Resident Evil 2,N64,0.56,0.39,0.07,0.09,0.01
Need for Speed: Most Wanted,GC,0.56,0.43,,0.11,0.02
MX 2002 Featuring Ricky Carmichael,PS2,0.56,0.27,,0.21,0.07
Archer Maclean's Mercury,PSP,0.56,0.17,,0.24,0.15
Barbie Groovy Games,GBA,0.56,0.4,,0.15,0.01
Metroid: Samus Returns,3DS,0.56,0.3,0.07,0.15,0.05
Breath of Fire IV,PS,0.56,0.11,0.34,0.08,0.04
Odin Sphere,PS2,0.56,0.23,0.09,0.18,0.06
Tony Hawk's Project 8,PSP,0.56,0.41,,0.08,0.07
Viva Pinata: Pocket Paradise,DS,0.55,0.26,,0.23,0.06
WWF Raw (2002),XB,0.55,0.4,,0.13,0.02
MX vs. ATV: Alive,X360,0.55,0.37,,0.13,0.05
Petz Catz Clan,DS,0.55,0.47,,0.03,0.04
Metal Gear Solid 3: Subsistence,PS2,0.55,0.34,0.15,0.01,0.06
Ratchet & Clank: Quest for Booty,PS3,0.55,0.0,,0.52,0.03
Poochy & Yoshi's Woolly World,3DS,0.55,0.2,0.17,0.16,0.03
Secret Agent Clank(US sales),PSP,0.55,0.33,,0.22,
Shrek 2,XB,0.55,0.4,,0.13,0.02
Donkey Kong Jungle Climber,DS,0.55,0.25,0.24,0.03,0.03
Project CARS 2,PS4,0.55,0.1,0.02,0.35,0.08
Batman: Vengeance,PS2,0.55,0.27,,0.21,0.07
Lunar: Silver Star Story Complete,PS,0.55,0.27,0.06,0.18,0.04
Disgaea 3: Absence of Justice,PS3,0.55,0.36,0.11,0.03,0.05
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,0.54,0.3,0.03,0.16,0.05
Dragon Ball Z: Ultimate Tenkaichi,X360,0.54,0.39,0.01,0.1,0.05
Tactics Ogre: Let Us Cling Together,PSP,0.54,0.15,0.27,0.07,0.05
METRO 2033,X360,0.54,0.22,0.03,0.23,0.05
Time Crisis: Razing Storm,PS3,0.54,0.18,0.07,0.21,0.08
Just Dance 2015,XOne,0.54,0.36,,0.13,0.05
Sacred 2: Fallen Angel,X360,0.54,0.29,0.04,0.16,0.05
Dragon Ball: Fusions,3DS,0.54,0.17,0.24,0.09,0.03
Mario Tennis Ultra Smash,WiiU,0.54,0.16,0.15,0.2,0.03
Tiger Woods PGA Tour 11,Wii,0.54,0.23,,0.26,0.05
NBA Live 10,PS3,0.54,0.46,0.01,0.03,0.05
Gauntlet Legends,N64,0.54,0.43,,0.1,0.01
Assassin's Creed II,PC,0.54,0.01,,0.45,0.07
Hotel Dusk: Room 215,DS,0.54,0.26,0.22,0.04,0.03
Bulletstorm,PS3,0.54,0.24,0.01,0.2,0.09
Manhunt 2,Wii,0.54,0.25,,0.23,0.06
Dynasty Warriors: Gundam 3,PS3,0.54,0.11,0.36,0.05,0.02
Enslaved: Odyssey to the West,X360,0.54,0.3,0.0,0.19,0.05
ModNation Racers,PSP,0.54,0.11,0.02,0.27,0.14
NBA Street Vol. 2,GC,0.54,0.41,,0.11,0.01
SSX Tricky,GC,0.54,0.42,,0.11,0.01
FIFA 07 Soccer,XB,0.54,0.16,,0.35,0.04
Over the Hedge,PS2,0.54,0.45,,0.02,0.07
The SpongeBob SquarePants Movie,XB,0.54,0.4,,0.12,0.02
Bust A Groove,PS,0.54,0.09,0.35,0.06,0.04
The Sims 3: Pets,PC,0.54,0.54,,0.0,
Valkyria Chronicles II,PSP,0.54,0.12,0.18,0.16,0.09
Two Worlds II,X360,0.54,0.4,0.03,0.07,0.04
Fire Emblem: Path of Radiance,GC,0.54,0.29,0.16,0.08,0.01
X-Men Legends,GC,0.53,0.41,,0.11,0.01
Terminator Salvation,PS3,0.53,0.13,0.01,0.29,0.1
Star Fox Command,DS,0.53,0.38,0.1,0.01,0.04
Excite Truck,Wii,0.53,0.39,0.08,0.03,0.04
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,0.53,0.26,,0.2,0.07
Sonic & Sega All-Stars Racing Transformed,WiiU,0.53,0.19,0.02,0.28,0.04
F1 2018,PS4,0.53,0.05,0.01,0.39,0.08
F1 2009,PSP,0.53,0.08,,0.29,0.16
007 Racing,PS,0.53,0.3,,0.2,0.03
LEGO The Incredibles,PS4,0.53,0.18,,0.27,0.09
Clock Tower,PS,0.53,0.07,0.38,0.05,0.03
Phoenix Wright: Ace Attorney - Justice for All,DS,0.53,0.21,0.26,0.04,0.03
G-Force,DS,0.53,0.26,,0.22,0.05
Madden NFL 07,PS3,0.53,0.48,0.01,,0.04
Wayne Gretzky's 3D Hockey,N64,0.53,0.49,,0.03,0.0
Rune Factory: A Fantasy Harvest Moon,DS,0.53,0.35,0.14,0.01,0.03
Blitz: The League,XB,0.53,0.4,,0.11,0.02
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,0.53,0.35,,0.1,0.08
Inazuma Eleven,DS,0.53,,0.38,0.13,0.02
F.E.A.R. 2: Project Origin,X360,0.52,0.32,0.0,0.15,0.05
Harry Potter and the Prisoner of Azkaban,GBA,0.52,0.37,,0.14,0.01
Final Fantasy Chronicles,PS,0.52,0.29,,0.2,0.03
The 3rd Birthday,PSP,0.52,0.13,0.27,0.07,0.05
Metal Gear Solid 2: Substance,PS2,0.52,0.18,0.16,0.14,0.05
Fight Night Round 3,PSP,0.52,0.46,,0.02,0.04
Ready 2 Rumble Boxing: Round 2,PS,0.52,0.29,,0.2,0.03
Metal Gear Solid HD Collection,PS3,0.52,0.32,,0.13,0.07
Sesame Street: Once Upon A Monster,X360,0.52,0.39,,0.09,0.04
Seaman,DC,0.52,,0.52,,
Tiger Woods PGA Tour 11,X360,0.52,0.28,,0.19,0.05
We Love Katamari,PS2,0.52,0.26,,0.2,0.07
Silent Hill: Origins,PSP,0.52,0.22,0.04,0.16,0.1
GT Pro Series,Wii,0.52,0.46,0.02,0.01,0.04
Cars 2,PS3,0.52,0.22,,0.22,0.09
Way of the Samurai 3,PS3,0.52,0.18,0.22,0.08,0.04
Mystery Dungeon: Shiren the Wanderer,DS,0.52,0.17,0.33,0.0,0.02
Rune Factory 2: A Fantasy Harvest Moon,DS,0.52,0.32,0.15,0.03,0.03
Spectrobes: Beyond the Portals,DS,0.52,0.36,,0.11,0.05
Alice in Wonderland,Wii,0.51,0.25,,0.21,0.05
DiRT Rally,PS4,0.51,0.13,,0.3,0.08
Lair,PS3,0.51,0.36,0.08,0.04,0.04
Dynasty Warriors,PSP,0.51,0.18,0.3,0.0,0.02
Disney's Kim Possible: Revenge of Monkey Fist,GBA,0.51,0.37,,0.14,0.01
Test Drive Unlimited,PSP,0.51,0.08,,0.28,0.15
Prince of Persia Trilogy,PS3,0.51,0.17,,0.24,0.09
Ratatouille,PS3,0.51,0.09,,0.32,0.1
Major League Baseball 2K10,X360,0.51,0.47,,,0.04
Pro Evolution Soccer 2010,Wii,0.51,0.12,0.06,0.27,0.05
The Saboteur,X360,0.51,0.26,,0.2,0.05
Fire Emblem Warriors,NS,0.51,0.22,0.1,0.14,0.04
NBA Live 07,PSP,0.51,0.47,,0.0,0.04
Madden NFL 2004,GC,0.51,0.4,,0.1,0.01
Dragon Ball: Raging Blast,X360,0.51,0.36,0.02,0.08,0.04
Dragon Ball Z: Supersonic Warriors,GBA,0.51,0.36,,0.13,0.01
SoulCalibur: Broken Destiny,PSP,0.51,0.12,0.07,0.2,0.12
Bleach: Soul Resurreccion,PS3,0.51,0.27,0.07,0.11,0.06
Halo Wars 2,XOne,0.51,0.31,,0.15,0.05
DC Universe Online,PS3,0.51,0.35,,0.11,0.06
NHL 07,PS2,0.51,0.42,,0.02,0.07
Goldeneye 007: Reloaded,X360,0.5,0.25,,0.2,0.05
Wet,X360,0.5,0.23,0.01,0.21,0.05
Steel Diver,3DS,0.5,0.31,0.05,0.1,0.04
Rock Band Unplugged,PSP,0.5,0.25,,0.15,0.11
Madden NFL 07,Wii,0.5,0.46,,0.0,0.04
NHL 09,X360,0.5,0.45,,0.01,0.04
Pokémon Art Academy,3DS,0.5,0.18,0.17,0.12,0.03
Tactics Ogre: The Knight of Lodis,GBA,0.5,0.13,0.31,0.05,0.01
Tiger Woods PGA Tour 07,PS3,0.5,0.31,,0.12,0.07
Dragon Age: Origins,PC,0.5,,,0.46,0.04
Burnout Revenge,X360,0.5,0.42,,0.04,0.04
Picross DS,DS,0.5,0.17,0.3,0.02,0.02
Picross 3D,DS,0.5,0.28,0.16,0.03,0.03
Bully: Scholarship Edition,Wii,0.5,0.17,,0.28,0.06
Tony Hawk's Underground 2,GC,0.5,0.38,,0.1,0.01
Avatar: The Last Airbender,GC,0.5,0.39,,0.1,0.01
Alice: Madness Returns,X360,0.5,0.27,0.04,0.15,0.04
Ratatouille,Wii,0.5,0.43,,0.03,0.04
Epic Mickey: Power of Illusion,3DS,0.5,0.36,0.04,0.05,0.04
Pro Evolution Soccer 2012,X360,0.5,0.1,,0.34,0.06
Hometown Story,3DS,0.5,0.29,0.04,0.13,0.04
Dead or Alive Ultimate,XB,0.5,0.3,0.08,0.1,0.02
Transformers: War for Cybertron,PS3,0.5,0.24,,0.18,0.07
Hitman: Blood Money,PS2,0.5,0.25,,0.19,0.06
WWE SmackDown vs. RAW 2007,X360,0.5,0.44,,0.03,0.04
R.U.S.E.,PS3,0.5,0.18,0.02,0.22,0.08
Super Monkey Ball 3D,3DS,0.5,0.26,0.05,0.15,0.04
Spider-Man 2,DS,0.5,0.41,0.03,0.02,0.04
Fire Emblem: Radiant Dawn,Wii,0.49,0.27,0.17,0.03,0.03
Kane & Lynch 2: Dog Days,X360,0.49,0.2,0.01,0.23,0.05
Ace Combat: Assault Horizon,X360,0.49,0.3,0.03,0.12,0.04
The Matrix: Path of Neo,PS2,0.49,0.41,,0.01,0.07
Dynasty Warriors: Gundam 2,PS3,0.49,0.09,0.32,0.07,0.03
Dragon Ball Z: Burst Limit,X360,0.49,0.24,0.03,0.18,0.05
Animal Crossing: Amiibo Festival,WiiU,0.49,0.23,0.1,0.12,0.04
MotorStorm: Apocalypse,PS3,0.49,0.21,,0.2,0.08
Asphalt 3D,3DS,0.49,0.27,0.02,0.16,0.04
F1 2012,X360,0.49,0.1,,0.34,0.05
Crazy Taxi,GC,0.49,0.36,0.02,0.09,0.01
DiRT 4,PS4,0.49,0.1,0.02,0.3,0.07
Babysitting Mama,Wii,0.49,0.33,,0.12,0.04
Alone in the Dark,X360,0.49,0.14,0.0,0.3,0.05
Story of Seasons: Trio of Towns,3DS,0.49,0.19,0.22,0.06,0.03
FIFA 13,WiiU,0.49,0.18,,0.28,0.04
Mario Golf: World Tour,3DS,0.49,0.14,0.18,0.15,0.03
Tony Hawk's Project 8,X360,0.49,0.44,0.0,0.02,0.04
Star Wars Battlefront (2015),PC,0.49,0.13,,0.33,0.04
Resident Evil: The Mercenaries 3D,3DS,0.49,0.16,0.13,0.17,0.03
Star Wars Battlefront: Elite Squadron,DS,0.49,0.42,,0.04,0.04
Dark Sector,X360,0.48,0.22,0.01,0.2,0.05
Far Cry 2,PC,0.48,0.01,,0.45,0.02
Cars 2,X360,0.48,0.28,,0.15,0.05
Children of Mana,DS,0.48,0.16,0.29,0.01,0.01
Harvest Moon 64,N64,0.48,0.25,0.11,0.06,0.06
The Saboteur,PS3,0.48,0.2,,0.21,0.07
Sonic Lost World,3DS,0.48,0.22,0.07,0.15,0.04
You're in the Movies,X360,0.48,0.27,,0.17,0.05
Crazy Taxi: Fare Wars,PSP,0.48,0.1,0.02,0.23,0.13
Tiger Woods PGA Tour 07,X360,0.48,0.44,,0.0,0.04
Atelier Rorona: Alchemist of Arland,PS3,0.48,0.22,0.11,0.1,0.05
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,0.48,,0.45,,0.03
Theme Park Roller Coaster,PS2,0.48,0.23,,0.18,0.06
Alice in Wonderland,DS,0.48,0.25,,0.18,0.05
FIFA World Cup Germany 2006,X360,0.48,0.19,0.01,0.27,
A Way Out,PS4,0.48,0.23,,0.16,0.08
Unreal Tournament III,X360,0.47,0.25,0.01,0.17,0.05
Silent Hill: Shattered Memories,Wii,0.47,0.22,0.01,0.19,0.05
Shadowrun (2007),X360,0.47,0.41,,0.02,0.04
Dark Sector,PS3,0.47,0.23,0.01,0.16,0.07
F.E.A.R. 2: Project Origin,PS3,0.47,0.19,0.01,0.2,0.08
Petz Sports,Wii,0.47,0.42,,0.01,0.04
Dance Dance Revolution: Mario Mix,GC,0.47,0.36,,0.09,0.01
Dead Space Extraction,Wii,0.47,0.32,0.01,0.1,0.04
Doom 64,N64,0.47,0.38,,0.08,0.01
Dragon Age Origins: Awakening,X360,0.47,0.33,,0.1,0.04
Quest 64,N64,0.47,0.38,,0.08,0.01
Final Fantasy Crystal Chronicles: Echoes of Time,DS,0.47,0.12,0.27,0.06,0.02
Sonic Mania,NS,0.47,0.23,0.01,0.18,0.04
Spider-Man 3,DS,0.47,0.41,,0.02,0.04
Spider-Man 3,Wii,0.47,0.42,,0.02,0.04
Two Worlds II,PS3,0.47,0.26,0.06,0.1,0.04
Dynasty Warriors Gundam,PS3,0.47,0.14,0.31,0.01,0.02
Tiger Woods PGA Tour 07,Wii,0.47,0.43,,0.0,0.04
Need for Speed Carbon,XB,0.47,0.35,,0.1,0.02
Knack 2,PS4,0.47,0.14,0.01,0.25,0.07
James Bond 007: Blood Stone,X360,0.47,0.2,0.0,0.23,0.05
NBA Live 07,X360,0.47,0.43,,0.0,0.04
2010 FIFA World Cup South Africa,PSP,0.47,0.09,0.03,0.23,0.12
Viva Pinata: Trouble in Paradise,X360,0.47,0.16,0.01,0.25,0.05
FlingSmash,Wii,0.47,0.37,0.07,0.01,0.02
Spider-Man: Friend or Foe,DS,0.47,0.43,,0.0,0.04
Detective Pikachu,3DS,0.47,0.15,0.12,0.17,0.03
"Warhammer 40,000: Dawn of War II",PC,0.47,,,0.45,0.01
Alien Trilogy,PS,0.47,0.24,0.04,0.16,0.03
Luigi's Mansion,3DS,0.47,0.19,0.09,0.16,0.03
Just Dance 2014,PS4,0.47,0.21,,0.18,0.08
ICO,PS2,0.47,0.23,,0.18,0.06
Fantavision,PS2,0.47,0.14,0.19,0.11,0.04
Mario Sports Superstars,3DS,0.46,0.18,0.13,0.12,0.03
Mega Man Star Force 3: Black Ace / Red Joker,DS,0.46,0.22,0.22,,0.02
ATV Offroad Fury Pro,PSP,0.46,0.37,,0.04,0.04
Metal Gear Solid: The Essential Collection,PS2,0.46,0.23,,0.18,0.06
FIFA Soccer 12,PC,0.46,0.04,,0.33,0.09
The Golden Compass,X360,0.46,0.3,,0.12,0.04
Dragon Ball Z: Collectible Card Game,GBA,0.46,0.33,,0.12,0.01
MX vs. ATV: Alive,PS3,0.46,0.24,,0.15,0.07
Need for Speed: Hot Pursuit,Wii,0.46,0.17,0.0,0.24,0.05
Crash Nitro Kart,GBA,0.46,0.33,,0.12,0.01
State of Decay 2,XOne,0.46,0.27,,0.14,0.04
Bloody Roar II,PS,0.46,0.25,,0.17,0.03
Mat Hoffman's Pro BMX 2,PS2,0.46,0.23,,0.18,0.06
Tales of Vesperia,PS3,0.46,,0.46,,
Classic NES Series: Pac-Man,GBA,0.46,0.25,0.12,0.09,0.01
Jak and Daxter: The Lost Frontier,PS2,0.46,0.22,,0.17,0.06
Disney's Kim Possible 3: Team Possible,GBA,0.46,0.33,,0.12,0.01
Tomb Raider: Legend,PSP,0.46,0.09,,0.25,0.12
Boom Blox Bash Party,Wii,0.46,0.33,,0.09,0.04
Brothers In Arms: D-Day,PSP,0.46,0.23,,0.14,0.09
Red Faction: Armageddon,PS3,0.46,0.2,0.03,0.15,0.07
Syphon Filter: Logan's Shadow,PSP,0.46,0.25,,0.12,0.09
Hyrule Warriors: Definitive Edition,NS,0.46,0.21,0.07,0.15,0.03
.hack//Outbreak Part 3,PS2,0.46,0.14,0.17,0.11,0.04
Iridion 3D,GBA,0.46,0.33,,0.12,0.01
Area 51,PS2,0.45,0.22,,0.17,0.06
Enemy Territory: Quake Wars,X360,0.45,0.3,,0.11,0.04
Vandal Hearts,PS,0.45,0.14,0.19,0.09,0.03
"Warhammer 40,000: Space Marine",PS3,0.45,0.13,,0.24,0.08
PES 2009: Pro Evolution Soccer,Wii,0.45,0.09,0.05,0.26,0.05
F.E.A.R. 3,PS3,0.45,0.21,0.01,0.16,0.07
Phantasy Star Online Episode I & II,GC,0.45,0.23,0.16,0.06,0.01
Enter the Matrix,GC,0.45,0.34,0.02,0.09,0.01
Bleach: The Blade of Fate,DS,0.45,0.29,0.12,0.01,0.03
Apocalypse,PS,0.45,0.25,,0.17,0.03
Band Hero,DS,0.45,0.22,,0.19,0.05
The Powerpuff Girls: Relish Rampage,PS2,0.45,0.22,,0.17,0.06
L.A. Noire,NS,0.45,0.21,,0.21,0.04
Worms: Open Warfare 2,PSP,0.45,0.04,,0.27,0.14
Sid Meier's Civilization Revolution,DS,0.45,0.37,0.02,0.03,0.03
Dynasty Warriors: Strikeforce,PSP,0.45,0.03,0.38,0.02,0.02
Lego Batman 3: Beyond Gotham,WiiU,0.45,0.21,,0.21,0.04
Command & Conquer: Red Alert 3,X360,0.45,0.18,,0.23,0.05
Tomb Raider: Underworld,Wii,0.45,0.13,,0.27,0.05
Tekken Advance,GBA,0.45,0.32,,0.12,0.01
The Sims 3: Ambitions,PC,0.45,,,0.29,0.16
Style Savvy: Styling Star,3DS,0.45,,0.14,0.29,0.02
Bee Movie Game,DS,0.45,0.41,,0.0,0.03
TNA iMPACT!,X360,0.45,0.26,,0.15,0.04
WWE Day of Reckoning,GC,0.45,0.35,,0.09,0.01
Scooby-Doo! and the Spooky Swamp,Wii,0.45,0.29,,0.13,0.04
Hot Wheels: Stunt Track Challenge,GBA,0.45,0.32,,0.12,0.01
Vin Diesel: Wheelman,X360,0.45,0.24,,0.17,0.04
Burnout Dominator,PSP,0.45,0.02,0.01,0.38,0.05
Silent Hill: Homecoming,X360,0.45,0.25,,0.15,0.04
Shin Megami Tensei: Persona 3,PS2,0.45,0.22,,0.03,0.2
Persona,PS,0.45,,0.42,,0.03
LEGO Rock Band,DS,0.45,0.32,,0.09,0.04
F.E.A.R. 3,X360,0.45,0.3,0.01,0.11,0.04
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,0.45,0.17,0.06,0.13,0.09
NBA Live 2005,GC,0.45,0.35,,0.09,0.01
Virtua Tennis 4,PS3,0.45,0.09,0.03,0.24,0.08
Blood Omen: Legacy of Kain,PS,0.44,0.25,,0.17,0.03
Eternal Sonata,PS3,0.44,0.19,0.07,0.12,0.05
Hyperdimension Neptunia,PS3,0.44,0.22,0.07,0.1,0.04
Need for Speed: Shift 2 Unleashed,X360,0.44,0.18,,0.21,0.05
The Darkness,X360,0.44,0.36,0.01,0.04,0.03
Resistance: Burning Skies,PSV,0.44,0.18,0.02,0.16,0.08
Battlefield 2: Modern Combat,PS2,0.44,0.37,,0.01,0.06
Crash: Mind Over Mutant,Wii,0.44,0.35,,0.06,0.03
Shin Megami Tensei: Devil Survivor Overclocked,3DS,0.44,0.34,0.06,0.01,0.04
X-Men Legends II: Rise of Apocalypse,XB,0.44,0.3,,0.12,0.02
SingStar Queen,PS3,0.44,0.11,,0.25,0.07
Samurai Warriors 3,Wii,0.44,0.09,0.32,0.02,0.01
Battlebots: Design & Destroy,GBA,0.44,0.31,,0.12,0.01
Naughty Bear,PS3,0.44,0.18,,0.18,0.07
Hey! Pikmin,3DS,0.44,0.17,0.17,0.08,0.03
Major League Baseball 2K6,PS2,0.44,0.37,,0.01,0.06
G-Force,Wii,0.44,0.19,,0.2,0.05
Wario World,GC,0.44,0.34,,0.09,0.01
Yu-Gi-Oh! 5D's Tag Force 4,PSP,0.44,0.19,0.12,0.07,0.05
Story of Seasons,3DS,0.44,,0.28,0.15,0.01
Tetris Axis,3DS,0.44,0.2,0.06,0.14,0.03
LEGO DC Super-Villains,NS,0.44,0.28,,0.12,0.04
Madden NFL 12,Wii,0.44,0.41,,,0.03
LEGO Star Wars II: The Original Trilogy,XB,0.44,0.33,,0.1,0.02
Viking: Battle for Asgard,X360,0.44,0.16,,0.23,0.05
2014 FIFA World Cup Brazil,X360,0.44,0.15,0.0,0.25,0.03
Chocobo Racing,PS,0.44,0.07,0.3,0.05,0.03
Star Fox: Zero,WiiU,0.44,0.2,0.09,0.12,0.03
Child of Eden,X360,0.44,0.28,,0.12,0.04
NBA 2K18,NS,0.43,0.3,0.03,0.06,0.04
Madden NFL 2003,GC,0.43,0.33,,0.09,0.01
Rocksmith 2014,XOne,0.43,0.31,,0.08,0.04
Primal,PS2,0.43,0.21,,0.17,0.06
Def Jam Icon,PS3,0.43,0.16,0.0,0.19,0.07
Atelier Totori: The Adventurer of Arland,PS3,0.43,0.12,0.21,0.07,0.03
NiGHTS into dreams...,SAT,0.43,,0.43,,0.0
Need for Speed Underground 2,GBA,0.43,0.31,,0.12,0.01
Sin and Punishment: Star Successor,Wii,0.43,0.19,0.06,0.14,0.03
Doom (2016),NS,0.43,0.24,0.01,0.15,0.04
OkamiDen,DS,0.43,0.21,0.13,0.07,0.02
007: Quantum of Solace,PS2,0.43,0.17,0.0,0.0,0.26
Castlevania: Dawn of Sorrow,DS,0.43,0.34,0.03,0.03,0.03
Mischief Makers,N64,0.43,0.25,0.07,0.06,0.06
MLB 14 The Show,PS3,0.43,0.35,,,0.08
Crash: Mind Over Mutant,PSP,0.43,0.11,,0.21,0.11
NHL Slapshot,Wii,0.42,0.39,,,0.03
Army Men: Sarge's Heroes 2,N64,0.42,0.34,,0.07,0.0
2010 FIFA World Cup South Africa,Wii,0.42,0.23,0.01,0.15,0.04
Medal of Honor: Rising Sun,GC,0.42,0.33,,0.09,0.01
Zack & Wiki: Quest for Barbaros' Treasure,Wii,0.42,0.18,0.03,0.16,0.04
Harry Potter and the Goblet of Fire,GC,0.42,0.32,,0.08,0.01
James Bond 007: Everything or Nothing,GC,0.42,0.32,,0.08,0.01
Call of Duty: Black Ops II,WiiU,0.42,0.2,,0.18,0.04
Call of Duty: Advanced Warfare,PC,0.42,0.17,,0.22,0.03
Tony Hawk's American Wasteland,GC,0.42,0.33,,0.08,0.01
Blazing Angels: Squadrons of WWII,X360,0.42,0.36,,0.02,0.03
NBA Live 06,PSP,0.42,0.39,,0.0,0.03
LEGO Rock Band,PS3,0.42,0.24,,0.12,0.06
Guitar Hero: Smash Hits,X360,0.42,0.23,,0.15,0.04
Castlevania: The Dracula X Chronicles,PSP,0.42,0.22,0.04,0.09,0.07
Mega Man Anniversary Collection,GC,0.42,0.32,,0.08,0.01
Grandia,SAT,0.42,,0.42,,
Horsez,DS,0.42,0.38,,0.01,0.03
Colony Wars,PS,0.42,0.24,,0.16,0.03
Vanquish,X360,0.42,0.19,0.03,0.16,0.04
Castlevania: Curse of Darkness,PS2,0.42,0.18,0.05,0.14,0.05
Command & Conquer 3: Tiberium Wars,X360,0.42,0.35,,0.04,0.03
Pirates of the Caribbean: At World's End,PSP,0.42,0.15,,0.17,0.1
Juiced: Eliminator,PSP,0.42,0.11,,0.2,0.12
Sonic Gems Collection,GC,0.42,0.32,,0.08,0.01
Dr. Mario 64,N64,0.42,0.34,,0.07,0.0
How to Train Your Dragon,Wii,0.42,0.23,,0.15,0.04
Madden NFL Football,3DS,0.41,0.37,,0.01,0.03
TimeShift,X360,0.41,0.36,,0.02,0.03
Battlefield 2: Modern Combat,X360,0.41,0.35,0.01,0.02,0.03
Armored Core,PS,0.41,0.13,0.16,0.09,0.03
Zone of the Enders: The 2nd Runner,PS2,0.41,0.15,0.11,0.12,0.04
Top Spin 4,X360,0.41,0.15,,0.22,0.04
NBA 2K9,PS2,0.41,0.34,,0.01,0.06
NBA Jam,Wii,0.41,0.36,,0.02,0.02
WWE All Stars,PS3,0.41,0.16,,0.18,0.07
Green Day: Rock Band,X360,0.41,0.24,,0.13,0.04
Dexter's Laboratory Deesaster Strikes,GBA,0.41,0.3,,0.11,0.01
Mortal Kombat: Deadly Alliance,GC,0.41,0.31,,0.08,0.01
Rune Factory 3: A Fantasy Harvest Moon,DS,0.41,0.26,0.1,0.03,0.02
Naughty Bear,X360,0.41,0.21,,0.15,0.04
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,0.41,0.16,0.06,0.15,0.03
NiGHTS: Journey of Dreams,Wii,0.41,0.32,0.04,0.02,0.03
Sega Rally Championship 2,DC,0.41,,0.41,,
BlazBlue: Continuum Shift,PS3,0.41,0.21,0.09,0.08,0.04
Katamari Forever,PS3,0.41,0.26,0.06,0.05,0.04
"Ed, Edd n Eddy: The Mis-Edventures",PS2,0.41,0.34,,0.01,0.06
Ogre Battle 64: Person of Lordly Caliber,N64,0.41,0.1,0.25,0.02,0.04
Green Day: Rock Band,PS3,0.41,0.19,,0.15,0.07
Command & Conquer: Red Alert,PS,0.41,0.23,,0.16,0.03
300: March to Glory,PSP,0.41,0.27,,0.08,0.07
SpongeBob SquigglePants,Wii,0.41,0.35,,0.03,0.03
Band Hero,PS2,0.41,0.15,,0.06,0.2
Transformers: Revenge of the Fallen,PSP,0.41,0.17,,0.15,0.08
Call of Duty: Modern Warfare: Mobilized,DS,0.41,0.36,,0.02,0.03
Spore Hero,Wii,0.4,0.35,,0.02,0.03
The Urbz: Sims in the City,GC,0.4,0.24,,0.14,0.02
Harvest Moon: Save the Homeland,PS2,0.4,0.19,,0.15,0.05
Bugs Bunny: Lost in Time,PS,0.4,0.22,,0.15,0.03
Castlevania: Portrait of Ruin,DS,0.4,0.31,0.04,0.02,0.03
I-Ninja,PS2,0.4,0.19,,0.15,0.05
Command & Conquer,PS,0.4,0.22,,0.15,0.03
Star Wars The Clone Wars: Republic Heroes,DS,0.4,0.22,,0.14,0.04
No More Heroes 2: Desperate Struggle,Wii,0.4,0.2,0.04,0.11,0.03
Marvel: Ultimate Alliance,Wii,0.4,0.36,,0.01,0.03
James Cameron's Avatar: The Game,DS,0.4,0.18,,0.18,0.04
Sega Superstars Tennis,PS3,0.4,0.13,,0.2,0.07
Harry Potter: Quidditch World Cup,GC,0.4,0.31,,0.08,0.01
TNA iMPACT!,PS3,0.4,0.22,,0.12,0.06
Rocket League,NS,0.4,0.21,,0.16,0.03
