game_id,na_sales,jp_sales,pal_sales,other_sales,total_sales
2010,0.27,,0.03,0.02,0.32
2011,0.24,0.0,0.04,0.03,0.32
2012,0.13,,0.12,0.06,0.32
2013,0.23,0.02,0.04,0.02,0.32
2014,0.09,,0.15,0.08,0.32
2015,0.06,0.07,0.14,0.05,0.32
2016,0.29,,0.0,0.02,0.32
2017,0.23,0.02,0.04,0.02,0.32
2018,0.13,,0.15,0.04,0.32
2019,0.12,,0.13,0.08,0.32
2020,0.28,,0.01,0.02,0.32
2021,0.12,,0.14,0.05,0.32
2022,0.24,,0.06,0.01,0.31
2023,0.09,0.0,0.18,0.04,0.31
2024,0.2,0.03,0.06,0.02,0.31
2025,,0.3,,0.01,0.31
2026,0.19,,0.09,0.03,0.31
2027,0.17,,0.12,0.02,0.31
2028,0.27,,0.01,0.03,0.31
2029,0.27,0.01,0.01,0.02,0.31
2030,0.28,,0.0,0.02,0.31
2031,0.25,,0.06,0.0,0.31
2032,0.28,0.0,0.0,0.02,0.31
2033,0.01,,0.24,0.06,0.31
2034,0.09,0.01,0.13,0.07,0.31
2035,0.23,,0.07,0.01,0.31
2036,0.18,0.09,0.02,0.02,0.31
2037,,,0.27,0.04,0.31
2038,0.18,,0.12,0.02,0.31
2039,0.17,0.11,0.01,0.02,0.31
2040,0.25,,0.03,0.02,0.31
2041,0.19,,0.09,0.03,0.31
2042,0.08,0.06,0.15,0.02,0.31
2043,0.15,,0.12,0.04,0.31
2044,0.17,,0.12,0.02,0.31
2045,0.17,,0.12,0.02,0.31
2046,0.15,,0.12,0.04,0.31
2047,0.29,,,0.02,0.31
2048,0.17,,0.11,0.02,0.3
2049,0.24,,0.06,0.0,0.3
2050,0.17,0.04,0.07,0.03,0.3
2051,0.17,,0.12,0.02,0.3
2052,0.18,,0.09,0.03,0.3
2053,0.19,0.09,,0.02,0.3
2054,0.27,,0.0,0.02,0.3
2055,0.16,,0.1,0.03,0.3
2056,0.26,,0.03,0.02,0.3
2057,,,0.28,0.02,0.3
2058,0.25,,0.03,0.02,0.3
2059,0.15,0.06,0.06,0.02,0.3
2060,0.28,,0.0,0.02,0.3
2061,,0.3,,,0.3
2062,0.14,0.07,0.07,0.02,0.3
2063,0.15,,0.12,0.04,0.3
2064,0.16,0.08,0.04,0.02,0.3
2065,0.23,,0.06,0.01,0.3
2066,0.21,,0.08,0.01,0.3
2067,0.23,,0.04,0.02,0.3
2068,0.28,0.01,,0.02,0.3
2069,0.15,,0.11,0.04,0.3
2070,,0.3,,0.0,0.3
2071,0.15,,0.11,0.04,0.3
2072,0.15,,0.13,0.03,0.3
2073,0.2,0.05,0.03,0.02,0.3
2074,0.16,,0.1,0.03,0.3
2075,0.06,0.01,0.22,0.02,0.3
2076,0.01,0.0,0.28,0.02,0.3
2077,0.26,,0.01,0.03,0.3
2078,0.24,,0.03,0.02,0.3
2079,0.12,,0.12,0.07,0.3
2080,0.13,0.07,0.07,0.02,0.3
2081,0.21,,0.08,0.01,0.3
2082,0.23,,0.06,0.01,0.3
2083,0.17,,0.09,0.03,0.29
2084,0.26,,0.0,0.02,0.29
2085,0.17,,0.1,0.03,0.29
2086,0.27,,0.0,0.02,0.29
2087,0.13,0.05,0.08,0.02,0.29
2088,0.14,,0.11,0.04,0.29
2089,0.13,0.04,0.1,0.02,0.29
2090,0.14,,0.11,0.04,0.29
2091,0.22,,0.06,0.01,0.29
2092,0.07,0.15,0.05,0.02,0.29
2093,0.17,0.01,0.09,0.03,0.29
2094,0.02,,0.24,0.03,0.29
2095,0.19,0.08,,0.02,0.29
2096,0.25,,0.01,0.02,0.29
2097,0.23,,0.04,0.02,0.29
2098,0.06,0.15,0.05,0.03,0.29
2099,0.22,0.01,0.04,0.02,0.29
2100,0.21,,0.08,0.01,0.29
2101,0.14,,0.1,0.05,0.29
2102,0.14,0.11,0.02,0.02,0.29
2103,0.24,,0.03,0.02,0.29
2104,,0.29,,,0.29
2105,0.2,,0.07,0.03,0.29
2106,0.09,0.01,0.14,0.05,0.29
2107,0.26,,0.01,0.02,0.29
2108,0.17,0.1,0.0,0.02,0.29
2109,0.15,0.05,0.07,0.02,0.29
2110,0.24,,0.03,0.02,0.29
2111,0.06,0.2,0.02,0.01,0.29
2112,0.06,0.22,0.0,0.01,0.29
2113,0.26,,0.01,0.02,0.29
2114,0.11,0.07,0.08,0.03,0.29
2115,0.07,0.2,,0.01,0.29
2116,0.15,0.12,0.01,0.01,0.29
2117,0.07,,0.2,0.02,0.29
2118,0.14,,0.11,0.04,0.29
2119,0.22,,0.06,0.01,0.29
2120,0.2,,0.08,0.01,0.29
2121,0.23,,0.04,0.02,0.29
2122,0.13,,0.11,0.06,0.29
2123,0.12,,0.12,0.05,0.29
2124,0.14,0.01,0.1,0.04,0.29
2125,0.23,0.04,,0.02,0.29
2126,0.16,,0.1,0.03,0.29
2127,0.23,,0.06,0.0,0.29
2128,,0.09,0.17,0.01,0.28
2129,0.05,0.17,0.04,0.02,0.28
2130,0.07,0.12,0.07,0.01,0.28
2131,0.26,,,0.02,0.28
2132,0.2,,0.08,0.01,0.28
2133,0.03,,0.21,0.04,0.28
2134,0.24,,0.01,0.02,0.28
2135,0.11,0.13,0.03,0.01,0.28
2136,0.13,,0.12,0.03,0.28
2137,0.14,,0.09,0.04,0.28
2138,0.02,0.02,0.14,0.1,0.28
2139,0.13,,0.11,0.05,0.28
2140,0.13,,0.12,0.03,0.28
2141,0.15,,0.11,0.03,0.28
2142,0.13,,0.12,0.03,0.28
2143,0.15,,0.11,0.02,0.28
2144,0.2,,0.05,0.02,0.28
2145,0.2,,0.07,0.01,0.28
2146,0.11,0.08,0.07,0.03,0.28
2147,0.1,0.14,0.03,0.02,0.28
2148,0.11,,0.12,0.05,0.28
2149,0.21,,0.06,0.01,0.28
2150,0.1,0.01,0.14,0.03,0.28
2151,0.1,0.02,0.12,0.05,0.28
2152,0.26,,,0.02,0.28
2153,,,0.23,0.05,0.28
2154,0.23,,0.02,0.03,0.28
2155,0.17,,0.08,0.03,0.28
2156,0.08,0.18,,0.02,0.28
2157,0.24,,0.01,0.02,0.28
2158,0.25,,0.01,0.02,0.28
2159,0.2,,0.08,0.01,0.28
2160,0.01,,0.24,0.02,0.28
2161,0.02,,0.17,0.09,0.28
2162,0.06,0.15,0.04,0.02,0.28
2163,,0.28,,0.01,0.28
2164,0.14,,0.11,0.04,0.28
2165,0.11,0.14,0.01,0.01,0.28
2166,0.14,,0.12,0.02,0.28
2167,0.09,0.1,0.07,0.02,0.28
2168,0.09,0.1,0.06,0.02,0.28
2169,0.21,,0.06,0.01,0.28
2170,0.2,,0.07,0.01,0.28
2171,0.2,0.03,0.02,0.02,0.28
2172,0.21,,0.06,0.01,0.28
2173,0.16,0.1,0.0,0.02,0.28
2174,0.11,,0.14,0.03,0.28
2175,0.2,,0.07,0.0,0.28
2176,0.15,0.05,0.06,0.02,0.28
2177,0.05,0.17,0.04,0.01,0.28
2178,,,0.23,0.05,0.28
2179,0.13,,0.13,0.02,0.28
2180,0.2,,0.07,0.01,0.28
2181,0.21,,0.05,0.01,0.27
2182,0.25,,0.0,0.02,0.27
2183,0.23,,0.02,0.02,0.27
2184,0.24,,0.0,0.02,0.27
2185,0.11,0.09,0.04,0.03,0.27
2186,0.15,0.01,0.08,0.02,0.27
2187,0.13,,0.13,0.02,0.27
2188,0.16,,0.09,0.02,0.27
2189,0.21,,0.05,0.01,0.27
2190,,0.27,,,0.27
2191,0.16,0.1,0.0,0.01,0.27
2192,0.21,,0.05,0.01,0.27
2193,0.12,,0.13,0.02,0.27
2194,0.23,,0.02,0.02,0.27
2195,0.14,,0.1,0.02,0.27
2196,0.17,,0.08,0.02,0.27
2197,0.15,,0.1,0.03,0.27
2198,0.11,0.04,0.09,0.03,0.27
2199,0.14,,0.1,0.03,0.27
2200,0.24,,,0.02,0.27
2201,0.12,0.0,0.11,0.02,0.27
2202,0.15,,0.1,0.02,0.27
2203,0.24,,0.01,0.02,0.27
2204,0.15,,0.09,0.02,0.27
2205,0.21,,0.05,0.01,0.27
2206,0.21,,0.05,0.01,0.27
2207,0.25,,,0.02,0.27
2208,0.14,0.03,0.08,0.02,0.27
2209,0.09,0.15,0.02,0.01,0.27
2210,0.11,0.14,0.01,0.01,0.27
2211,0.24,,,0.02,0.27
2212,0.15,,0.1,0.02,0.27
2213,0.2,,0.04,0.03,0.27
2214,0.25,,,0.02,0.27
2215,0.24,,,0.02,0.27
2216,0.2,,0.03,0.02,0.26
2217,0.11,,0.1,0.05,0.26
2218,0.19,,0.07,0.0,0.26
2219,0.2,,0.04,0.02,0.26
2220,0.21,,0.05,0.0,0.26
2221,0.22,,0.02,0.02,0.26
2222,0.18,,0.07,0.0,0.26
2223,0.13,,0.1,0.03,0.26
2224,0.2,,0.05,0.01,0.26
2225,0.24,,,0.02,0.26
2226,0.24,,,0.02,0.26
2227,0.15,,0.1,0.02,0.26
2228,0.2,,0.05,0.01,0.26
2229,0.24,,0.0,0.02,0.26
2230,0.21,,0.05,0.0,0.26
2231,0.19,,0.07,0.0,0.26
2232,0.1,0.14,0.01,0.01,0.26
2233,0.09,0.16,,0.01,0.26
2234,0.08,0.11,0.06,0.02,0.26
2235,0.17,0.06,0.01,0.02,0.26
2236,0.07,0.13,0.05,0.02,0.26
2237,,0.26,,0.01,0.26
2238,0.1,,0.13,0.03,0.26
2239,0.04,,0.19,0.03,0.26
2240,0.04,0.18,0.03,0.02,0.26
2241,0.22,0.02,0.0,0.02,0.26
2242,0.08,,0.12,0.05,0.26
2243,0.16,0.04,0.06,0.0,0.26
2244,0.21,,0.03,0.02,0.26
2245,0.15,,0.1,0.02,0.26
2246,0.19,,0.07,0.0,0.26
2247,0.13,0.11,0.01,0.01,0.26
2248,0.21,,0.05,0.0,0.26
2249,0.12,0.02,0.1,0.02,0.26
2250,0.08,,0.15,0.03,0.26
2251,,0.26,,,0.26
2252,0.16,0.04,0.05,0.01,0.26
2253,0.2,,0.03,0.03,0.26
2254,0.11,0.11,0.02,0.01,0.26
2255,0.18,,0.07,0.0,0.26
2256,0.18,0.0,0.06,0.02,0.26
2257,0.23,,0.01,0.02,0.26
2258,0.1,,0.13,0.02,0.25
2259,0.12,,0.1,0.03,0.25
2260,0.18,,0.07,0.0,0.25
2261,0.14,0.02,0.08,0.02,0.25
2262,0.1,0.08,0.06,0.01,0.25
2263,0.24,,,0.02,0.25
2264,0.19,0.03,0.01,0.02,0.25
2265,0.14,,0.1,0.02,0.25
2266,0.23,,0.0,0.02,0.25
2267,0.08,,0.16,0.02,0.25
2268,0.16,,0.06,0.03,0.25
2269,0.23,,0.0,0.02,0.25
2270,0.1,0.1,0.04,0.01,0.25
2271,0.14,,0.08,0.02,0.25
2272,0.09,,0.15,0.02,0.25
2273,0.19,,0.05,0.01,0.25
2274,0.06,,0.13,0.06,0.25
2275,0.15,0.06,0.02,0.02,0.25
2276,0.22,,0.01,0.02,0.25
2277,0.12,,0.1,0.03,0.25
2278,0.05,,0.16,0.05,0.25
2279,0.1,,0.13,0.02,0.25
2280,0.15,0.06,0.02,0.02,0.25
2281,0.12,0.02,0.09,0.03,0.25
2282,0.1,0.12,0.01,0.02,0.25
2283,0.16,0.05,0.04,0.0,0.25
2284,0.01,,0.21,0.04,0.25
2285,0.19,,0.05,0.01,0.25
2286,0.2,0.03,,0.02,0.25
2287,0.19,,0.05,0.01,0.25
2288,0.07,,0.16,0.02,0.25
2289,0.15,0.06,0.04,0.01,0.25
2290,0.14,,0.1,0.02,0.25
2291,0.13,0.05,0.06,0.02,0.25
2292,0.14,,0.1,0.02,0.25
2293,0.19,,0.05,0.01,0.25
2294,0.21,,0.02,0.02,0.25
2295,0.19,,0.05,0.01,0.25
2296,0.12,,0.09,0.04,0.25
2297,0.06,0.12,0.06,0.01,0.25
2298,0.18,,0.05,0.02,0.25
2299,0.12,,0.09,0.03,0.25
2300,0.18,,0.07,0.0,0.25
2301,0.12,0.01,0.11,0.02,0.25
2302,0.22,,0.01,0.02,0.25
2303,0.14,,0.09,0.02,0.25
2304,0.19,,0.05,0.01,0.25
2305,0.03,,0.14,0.07,0.24
2306,0.18,,0.03,0.03,0.24
2307,0.14,,0.09,0.02,0.24
2308,0.19,,0.05,0.01,0.24
2309,0.14,,0.07,0.03,0.24
2310,0.08,0.13,0.01,0.01,0.24
2311,0.11,,0.1,0.02,0.24
2312,0.17,,0.05,0.02,0.24
2313,0.22,,0.0,0.02,0.24
2314,0.18,,0.04,0.02,0.24
2315,0.17,,0.05,0.02,0.24
2316,0.12,,0.09,0.02,0.24
2317,0.16,,0.05,0.02,0.24
2318,0.17,,0.06,0.0,0.24
2319,0.19,,0.05,0.0,0.24
2320,0.21,,0.0,0.02,0.24
2321,0.12,,0.09,0.03,0.24
2322,0.17,,0.06,0.0,0.24
2323,0.13,0.01,0.08,0.02,0.24
2324,0.16,0.04,0.02,0.02,0.24
2325,0.1,,0.11,0.02,0.24
2326,0.11,,0.1,0.03,0.24
2327,,,0.19,0.04,0.24
2328,0.2,,0.03,0.02,0.24
2329,0.16,,0.06,0.02,0.24
2330,0.17,0.01,0.03,0.03,0.24
2331,0.13,0.06,0.04,0.01,0.24
2332,0.06,0.13,0.04,0.01,0.24
2333,0.15,0.04,0.02,0.02,0.24
2334,0.18,,0.04,0.02,0.24
2335,0.19,,0.05,0.01,0.24
2336,0.17,,0.06,0.0,0.24
2337,0.12,0.01,0.09,0.02,0.24
2338,0.12,,0.07,0.05,0.24
2339,0.18,,0.05,0.01,0.24
2340,0.12,,0.09,0.03,0.24
2341,0.16,,0.06,0.02,0.24
2342,0.1,,0.1,0.04,0.24
2343,0.23,,,0.02,0.24
2344,0.06,,0.13,0.04,0.24
2345,0.21,0.01,0.0,0.02,0.24
2346,0.19,,0.05,0.0,0.24
2347,0.07,,0.14,0.03,0.24
2348,0.19,,0.05,0.01,0.24
2349,,0.24,,,0.24
2350,0.16,0.06,0.0,0.01,0.24
2351,0.11,0.12,0.0,0.01,0.24
2352,0.12,,0.09,0.03,0.24
2353,0.08,0.0,0.11,0.04,0.24
2354,0.19,,0.05,0.01,0.24
2355,0.19,,0.05,0.0,0.24
2356,0.19,,0.05,0.0,0.24
2357,0.16,,0.06,0.02,0.24
2358,0.16,,0.06,0.02,0.24
2359,0.19,0.03,,0.02,0.24
2360,0.15,0.07,0.0,0.01,0.24
2361,0.04,0.01,0.14,0.03,0.23
2362,0.12,0.08,0.02,0.02,0.23
2363,0.16,,0.06,0.02,0.23
2364,0.11,,0.09,0.03,0.23
2365,0.11,,0.1,0.02,0.23
2366,0.21,,0.0,0.02,0.23
2367,0.13,,0.09,0.02,0.23
2368,0.14,,0.07,0.02,0.23
2369,0.1,,0.1,0.02,0.23
2370,0.08,,0.13,0.02,0.23
2371,0.14,0.07,,0.02,0.23
2372,0.13,,0.09,0.02,0.23
2373,0.19,,0.02,0.02,0.23
2374,0.21,,,0.02,0.23
2375,0.22,,0.01,0.0,0.23
2376,0.21,,,0.02,0.23
2377,0.08,0.13,0.0,0.02,0.23
2378,0.18,,0.05,0.01,0.23
2379,0.09,0.13,,0.01,0.23
2380,0.14,0.05,0.02,0.02,0.23
2381,0.17,,0.05,0.02,0.23
2382,0.18,,0.05,0.01,0.23
2383,0.21,,0.0,0.02,0.23
2384,0.2,,0.01,0.02,0.23
2385,0.16,,0.06,0.0,0.23
2386,0.19,,0.02,0.02,0.23
2387,0.21,,0.01,0.02,0.23
2388,0.13,0.02,0.06,0.02,0.23
2389,0.15,,0.06,0.02,0.23
2390,,0.23,,,0.23
2391,0.19,,0.02,0.02,0.23
2392,0.15,0.06,0.01,0.01,0.23
2393,0.08,0.0,0.13,0.02,0.23
2394,0.17,,0.05,0.01,0.23
2395,0.09,0.12,0.0,0.01,0.23
2396,0.13,,0.09,0.01,0.23
2397,0.17,0.04,0.01,0.01,0.23
2398,0.14,0.08,,0.02,0.23
2399,0.09,,0.11,0.02,0.23
2400,0.13,0.08,0.01,,0.23
2401,0.07,0.07,0.07,0.01,0.22
2402,0.09,,0.12,0.02,0.22
2403,0.05,,0.13,0.04,0.22
2404,0.1,,0.0,0.12,0.22
2405,0.19,,0.01,0.02,0.22
2406,,0.22,,,0.22
2407,0.17,,0.04,0.01,0.22
2408,0.2,,,0.02,0.22
2409,0.1,,0.08,0.03,0.22
2410,0.2,,0.0,0.02,0.22
2411,0.11,,0.08,0.03,0.22
2412,0.2,,0.0,0.02,0.22
2413,0.09,0.11,,0.01,0.22
2414,0.19,,0.01,0.02,0.22
2415,0.11,0.02,0.06,0.03,0.22
2416,,0.09,0.12,0.01,0.22
2417,0.12,0.08,0.0,0.01,0.22
2418,0.05,0.12,0.03,0.01,0.22
2419,0.03,0.17,0.02,0.01,0.22
2420,0.15,0.03,0.02,0.01,0.22
2421,0.15,,0.06,0.0,0.22
2422,0.16,,0.06,0.0,0.22
2423,0.17,,0.04,0.01,0.22
2424,0.09,,0.1,0.04,0.22
2425,0.09,0.03,0.08,0.02,0.22
2426,0.16,,0.06,0.0,0.22
2427,0.09,,0.08,0.05,0.22
2428,0.16,,0.04,0.02,0.22
2429,0.17,,0.04,0.01,0.22
2430,0.13,,0.06,0.03,0.22
2431,0.16,,0.06,0.0,0.22
2432,0.16,,0.06,0.0,0.22
2433,0.11,,0.01,0.1,0.22
2434,0.11,,0.09,0.03,0.22
2435,0.17,,0.03,0.02,0.22
2436,0.14,0.02,0.05,0.02,0.22
2437,0.09,0.06,0.04,0.03,0.22
2438,0.08,,0.12,0.02,0.22
2439,0.13,,0.07,0.02,0.22
2440,0.12,,0.08,0.01,0.22
2441,0.17,,0.04,0.01,0.22
2442,0.21,,,0.01,0.22
2443,0.17,,0.03,0.02,0.22
2444,0.11,,0.08,0.03,0.22
2445,0.2,,0.0,0.02,0.22
2446,0.1,0.11,,0.01,0.22
2447,0.11,0.06,0.04,0.0,0.22
2448,0.13,0.0,0.07,0.02,0.22
2449,0.17,,0.04,0.01,0.22
2450,0.16,,0.04,0.01,0.21
2451,0.11,0.06,0.03,0.01,0.21
2452,0.17,,0.04,0.0,0.21
2453,0.19,,,0.02,0.21
2454,0.16,,0.04,0.01,0.21
2455,0.11,,0.08,0.03,0.21
2456,0.19,,0.0,0.02,0.21
2457,0.16,,0.04,0.01,0.21
2458,0.17,,0.04,0.0,0.21
2459,0.12,,0.07,0.02,0.21
2460,0.18,0.01,0.0,0.02,0.21
2461,0.1,0.04,0.06,0.02,0.21
2462,0.16,,0.04,0.02,0.21
2463,0.19,,,0.02,0.21
2464,0.18,,0.01,0.02,0.21
2465,0.19,,,0.02,0.21
2466,0.18,,0.01,0.02,0.21
2467,0.16,,0.03,0.02,0.21
2468,0.07,,0.11,0.02,0.21
2469,0.09,,0.1,0.02,0.21
2470,0.11,,0.08,0.01,0.21
2471,0.11,0.0,0.08,0.02,0.21
2472,0.11,,0.07,0.03,0.21
2473,0.19,,0.0,0.02,0.21
2474,0.12,0.0,0.07,0.02,0.21
2475,0.1,,0.08,0.03,0.21
2476,0.16,,0.05,0.01,0.21
2477,0.18,,0.01,0.02,0.21
2478,0.2,,,0.02,0.21
2479,0.2,,0.0,0.02,0.21
2480,0.1,,0.08,0.03,0.21
2481,0.1,,0.08,0.03,0.21
2482,,,0.17,0.04,0.21
2483,0.11,,0.07,0.03,0.21
2484,0.16,,0.04,0.01,0.21
2485,0.07,,0.13,0.02,0.21
2486,0.15,0.03,0.01,0.01,0.21
2487,,0.21,,,0.21
2488,0.15,,0.04,0.01,0.21
2489,0.19,,0.01,0.02,0.21
2490,0.2,,,0.02,0.21
2491,0.2,,,0.02,0.21
2492,0.19,,,0.02,0.21
2493,0.19,,,0.02,0.21
2494,0.16,,0.03,0.02,0.21
2495,0.09,0.08,0.03,0.0,0.21
2496,0.12,,0.08,0.02,0.21
2497,0.06,,0.14,0.02,0.21
2498,0.11,,0.07,0.04,0.21
2499,0.12,,0.08,0.01,0.21
2500,0.12,0.05,0.03,0.01,0.21
2501,0.06,0.05,0.08,0.01,0.21
2502,0.07,,0.11,0.03,0.21
2503,0.1,,0.08,0.03,0.21
2504,0.19,,,0.02,0.21
2505,0.11,,0.07,0.01,0.2
2506,0.16,,0.04,0.0,0.2
2507,,0.2,,,0.2
2508,0.18,0.01,,0.01,0.2
2509,0.18,,,0.01,0.2
2510,0.17,,0.01,0.02,0.2
2511,0.07,0.05,0.05,0.02,0.2
2512,,0.2,,,0.2
2513,0.14,,0.05,0.0,0.2
2514,0.08,0.07,0.02,0.02,0.2
2515,0.01,,0.18,0.01,0.2
2516,0.06,,0.13,0.01,0.2
2517,0.12,,0.06,0.02,0.2
2518,0.16,,0.04,0.01,0.2
2519,0.18,,,0.02,0.2
2520,0.18,,,0.01,0.2
2521,0.12,,0.05,0.03,0.2
2522,0.16,,0.04,0.0,0.2
2523,0.1,,0.07,0.02,0.2
2524,0.14,,0.05,0.0,0.2
2525,0.11,,0.07,0.02,0.2
2526,0.15,,0.05,0.0,0.2
2527,0.15,,0.04,0.01,0.2
2528,0.14,,0.05,0.0,0.2
2529,0.04,0.1,0.05,0.02,0.2
2530,0.15,,0.04,0.01,0.2
2531,0.14,,0.05,0.0,0.2
2532,0.06,0.01,0.1,0.04,0.2
2533,0.16,0.03,,0.02,0.2
2534,0.1,,0.09,0.02,0.2
2535,,0.2,,0.0,0.2
2536,0.16,,0.01,0.02,0.2
2537,0.1,,0.08,0.03,0.2
2538,0.18,,0.0,0.02,0.2
2539,0.19,,,0.02,0.2
2540,0.06,0.08,0.04,0.02,0.2
2541,0.15,,0.04,0.01,0.2
2542,0.15,0.02,0.02,0.01,0.2
2543,0.1,,0.08,0.02,0.2
2544,0.17,,0.01,0.02,0.2
2545,0.17,,0.01,0.02,0.2
2546,0.15,,0.04,0.01,0.2
2547,0.08,0.07,0.04,0.01,0.2
2548,0.16,0.01,0.02,0.02,0.2
2549,0.06,0.07,0.05,0.01,0.2
2550,0.06,0.09,0.04,0.01,0.2
2551,0.09,0.09,0.0,0.01,0.2
2552,0.12,0.03,0.03,0.02,0.2
2553,0.1,0.07,0.02,0.01,0.2
2554,0.13,,0.04,0.03,0.2
2555,0.12,0.01,0.04,0.02,0.2
2556,0.12,,0.05,0.03,0.2
2557,0.1,0.04,0.04,0.02,0.2
2558,0.02,0.18,0.0,0.0,0.2
2559,0.1,,0.07,0.03,0.2
2560,0.05,,0.11,0.03,0.19
2561,0.1,0.04,0.04,0.01,0.19
2562,,0.18,,0.01,0.19
2563,0.04,,0.13,0.01,0.19
2564,0.06,,0.1,0.03,0.19
2565,0.09,0.01,0.07,0.01,0.19
2566,0.17,,0.01,0.01,0.19
2567,0.06,0.09,0.04,0.01,0.19
2568,0.16,0.02,,0.01,0.19
2569,0.05,,0.11,0.03,0.19
2570,0.18,,0.0,0.01,0.19
2571,0.12,,0.06,0.01,0.19
2572,0.18,,0.0,0.02,0.19
2573,0.17,,0.0,0.02,0.19
2574,0.15,,0.04,0.01,0.19
2575,0.12,0.02,0.04,0.02,0.19
2576,0.15,,0.04,0.0,0.19
2577,0.13,,0.05,0.0,0.19
2578,0.1,0.01,0.06,0.02,0.19
2579,0.09,,0.07,0.02,0.19
2580,0.1,0.03,0.04,0.01,0.19
2581,0.09,,0.07,0.02,0.19
2582,0.16,,0.01,0.02,0.19
2583,0.1,,0.06,0.02,0.19
2584,0.06,0.1,0.02,0.01,0.19
2585,0.05,,0.1,0.03,0.19
2586,0.08,,0.09,0.02,0.19
2587,0.14,,0.03,0.02,0.19
2588,0.07,0.11,0.0,0.01,0.19
2589,,0.19,,,0.19
2590,0.1,0.01,0.06,0.03,0.19
2591,0.13,,0.05,0.02,0.19
2592,0.15,,0.04,0.01,0.19
2593,0.15,,0.04,0.01,0.19
2594,0.15,0.02,0.01,0.01,0.19
2595,0.09,,0.07,0.02,0.19
2596,0.16,,0.02,0.01,0.19
2597,0.1,,0.07,0.01,0.19
2598,0.07,,0.11,0.01,0.19
2599,0.14,,0.05,0.0,0.19
2600,0.14,,0.05,0.0,0.19
2601,0.08,0.11,,0.01,0.19
2602,0.11,,0.07,0.01,0.19
2603,0.06,,0.13,,0.19
2604,0.14,,0.05,0.0,0.19
2605,0.13,,0.04,0.02,0.19
2606,0.17,,0.0,0.01,0.19
2607,0.15,,0.04,0.01,0.19
2608,0.16,,0.02,0.01,0.19
2609,,0.19,,0.0,0.19
2610,0.16,,0.02,0.01,0.19
2611,0.14,,0.05,0.0,0.19
2612,0.05,,0.12,0.03,0.19
2613,0.14,,0.04,0.01,0.19
2614,0.07,0.08,0.03,0.01,0.19
2615,0.15,,0.04,0.0,0.19
2616,0.15,,0.04,0.01,0.19
2617,0.17,,,0.02,0.19
2618,0.13,,0.05,0.01,0.19
2619,0.15,,0.04,0.0,0.19
2620,0.06,0.08,0.04,0.01,0.19
2621,0.14,,0.05,0.0,0.19
2622,0.12,0.01,0.04,0.02,0.19
2623,0.08,,0.07,0.04,0.19
2624,0.14,0.0,0.03,0.01,0.19
2625,0.14,,0.05,0.0,0.19
2626,0.17,0.0,0.01,0.01,0.19
2627,,0.19,,,0.19
2628,0.09,,0.08,0.02,0.18
2629,0.09,,0.07,0.02,0.18
2630,0.11,0.05,0.01,0.01,0.18
2631,0.04,0.11,0.03,0.01,0.18
2632,0.07,0.03,0.06,0.02,0.18
2633,0.13,,0.04,0.01,0.18
2634,0.09,,0.08,0.02,0.18
2635,0.11,,0.06,0.02,0.18
2636,0.14,0.0,0.02,0.01,0.18
2637,0.02,,0.14,0.02,0.18
2638,0.09,,0.06,0.03,0.18
2639,0.14,,0.04,0.01,0.18
2640,0.13,0.04,,0.01,0.18
2641,0.07,,0.08,0.03,0.18
2642,0.12,,0.03,0.02,0.18
2643,0.11,0.05,0.01,0.01,0.18
2644,0.17,,,0.01,0.18
2645,0.14,,0.04,0.0,0.18
2646,0.08,,0.08,0.02,0.18
2647,0.1,,0.07,0.01,0.18
2648,0.13,,0.05,0.0,0.18
2649,0.14,0.01,0.02,0.01,0.18
2650,0.14,,0.04,0.0,0.18
2651,0.13,,0.05,0.0,0.18
2652,0.16,,0.01,0.01,0.18
2653,0.14,,0.04,0.0,0.18
2654,0.06,,0.09,0.03,0.18
2655,0.14,,0.04,0.01,0.18
2656,0.16,,,0.02,0.18
2657,0.13,,0.05,0.0,0.18
2658,0.14,,0.02,0.01,0.18
2659,0.11,0.05,0.02,0.01,0.18
2660,0.11,0.02,0.03,0.01,0.18
2661,0.13,,0.05,0.0,0.18
2662,0.16,,0.01,0.01,0.18
2663,0.17,0.0,0.0,0.01,0.18
2664,0.06,0.04,0.06,0.02,0.18
2665,0.16,,0.01,0.01,0.18
2666,0.13,,0.05,0.0,0.18
2667,0.16,,0.0,0.01,0.18
2668,0.16,,,0.01,0.18
2669,,,0.15,0.03,0.18
2670,0.13,,0.05,0.0,0.18
2671,,,0.15,0.04,0.18
2672,0.15,,0.02,0.01,0.18
2673,0.14,,0.02,0.02,0.18
2674,,0.18,,0.0,0.18
2675,0.14,,0.04,0.0,0.18
2676,0.17,,,0.01,0.18
2677,0.15,,0.02,0.01,0.18
2678,,0.17,,,0.17
2679,,0.17,,,0.17
2680,0.02,0.12,0.01,0.01,0.17
2681,0.14,,0.02,0.01,0.17
2682,0.09,,0.05,0.02,0.17
2683,0.12,,0.03,0.02,0.17
2684,0.08,,0.06,0.02,0.17
2685,0.11,,0.05,0.02,0.17
2686,0.11,0.03,0.02,0.01,0.17
2687,0.13,,0.03,0.0,0.17
2688,0.16,,,0.01,0.17
2689,0.14,0.02,,0.01,0.17
2690,0.14,,0.01,0.02,0.17
2691,0.08,0.01,0.06,0.02,0.17
2692,0.12,,0.04,0.0,0.17
2693,0.13,,0.03,0.0,0.17
